招录机关名称	招录职位名称	招录职位编码	缴费状况（缴费人数与招录名额的比例区间）
昭觉生态环境保护综合行政执法大队	执法人员	26319028	< 5:1
美姑生态环境保护综合行政执法大队	财务人员	26319029	< 5:1
美姑生态环境保护综合行政执法大队	执法人员	26319030	< 5:1
喜德生态环境保护综合行政执法大队	执法人员	26319031	< 5:1
雷波生态环境保护综合行政执法大队	执法人员	26319032	< 5:1
县级生态环境保护综合行政执法大队	执法人员（一）	26319033	< 5:1
县级生态环境保护综合行政执法大队	执法人员（二）	26319034	< 5:1
西昌市	工作人员（一）	26319054	< 5:1
西昌市	工作人员（二）	26319055	≥ 5:1 且 < 30:1
西昌市	文化管理	26319057	< 5:1
西昌市	旅游管理人员	26319058	≥ 5:1 且 < 30:1
西昌市	交通工程管理	26319061	≥ 5:1 且 < 30:1
西昌市	工作人员（一）	26319062	< 5:1
西昌市	工作人员（二）	26319063	≥ 5:1 且 < 30:1
西昌市	工作人员（三）	26319064	< 5:1
西昌市	工作人员（四）	26319065	≥ 5:1 且 < 30:1
西昌市	工作人员（五）	26319066	≥ 5:1 且 < 30:1
西昌市	执法人员	26319078	< 5:1
西昌市	工作人员	26319079	≥ 5:1 且 < 30:1
西昌市	工作人员	26319084	< 5:1
西昌市	执法队工作人员（一）	26319085	< 5:1
西昌市	执法队工作人员（二）	26319086	< 5:1
会理市	工作人员（一）	26319093	< 5:1
会理市	工作人员（二）	26319094	< 5:1
会理市	执法人员	26319112	< 5:1
会理市	执法人员	26319113	< 5:1
会理市	执法人员	26319114	< 5:1
德昌县	工作人员	26319125	< 5:1
德昌县	工作人员	26319141	< 5:1
德昌县	工作人员	26319142	< 5:1
德昌县	工作人员	26319143	< 5:1
会东县	行政执法人员	26319152	< 5:1
会东县	行政执法人员	26319153	< 5:1
会东县	行政执法人员（一）	26319154	< 5:1
会东县	行政执法人员（二）	26319155	< 5:1
会东县	行政执法人员	26319156	< 5:1
宁南县	市场监管（一）	26319171	< 5:1
宁南县	市场监管（二）	26319172	< 5:1
宁南县	业务岗位	26319173	< 5:1
宁南县	交通执法	26319175	< 5:1
宁南县	工作人员	26319176	< 5:1
布拖县	行政执法人员	26319187	< 5:1
布拖县	行政执法人员	26319188	< 5:1
布拖县	行政执法人员	26319189	< 5:1
昭觉县	工作人员（一）	26319199	< 5:1
昭觉县	工作人员（二）	26319200	< 5:1
金阳县	办公室工作人员	26319204	< 5:1
金阳县	工作人员	26319206	< 5:1
金阳县	工作人员	26319207	< 5:1
金阳县	工作人员	26319210	< 5:1
金阳县	工作人员	26319211	< 5:1
雷波县	工作人员	26319218	< 5:1
雷波县	工作人员	26319219	≥ 5:1 且 < 30:1
雷波县	工作人员（一）	26319225	< 5:1
雷波县	工作人员（二）	26319226	< 5:1
雷波县	财务人员	26319227	≥ 5:1 且 < 30:1
雷波县	工作人员	26319232	< 5:1
美姑县	市场监管	26319233	< 5:1
美姑县	市场监管	26319239	< 5:1
美姑县	交通执法（一）	26319240	< 5:1
美姑县	交通执法（二）	26319241	< 5:1
甘洛县	执法人员	26319251	< 5:1
甘洛县	执法人员	26319254	< 5:1
甘洛县	执法人员	26319256	< 5:1
越西县	业务岗位	26319257	< 5:1
越西县	业务岗位	26319259	< 5:1
越西县	业务岗位	26319260	< 5:1
喜德县	工作人员	26319267	< 5:1
喜德县	执法人员（一）	26319274	< 5:1
喜德县	执法人员（二）	26319275	< 5:1
喜德县	执法人员	26319276	< 5:1
冕宁县	工作人员（一）	26319280	< 5:1
冕宁县	工作人员（二）	26319281	< 5:1
盐源县	工作人员（一）	26319292	< 5:1
盐源县	工作人员（二）	26319293	< 5:1
盐源县	工作人员	26319296	< 5:1
盐源县	工作人员	26319298	< 5:1
眉山市生态环境局	生态环境保护	26320002	< 5:1
眉山市生态环境局	生态环境保护	26320003	< 5:1
眉山市生态环境局	生态环境保护	26320004	< 5:1
眉山市生态环境局	生态环境保护	26320005	< 5:1
东坡区	行政执法	26320033	< 5:1
东坡区	行政执法	26320034	< 5:1
仁寿县	应急救灾	26320067	< 5:1
仁寿县	应急救灾	26320068	< 5:1
仁寿县	基层市场监管	26320069	≥ 5:1 且 < 30:1
仁寿县	基层市场监管	26320070	< 5:1
仁寿县	基层市场监管	26320071	< 5:1
仁寿县	基层市场监管	26320072	< 5:1
仁寿县	文稿写作	26320073	< 5:1
仁寿县	文稿写作	26320074	< 5:1
仁寿县	案件管理	26320089	< 5:1
仁寿县	案件管理	26320090	< 5:1
仁寿县	财务管理	26320091	< 5:1
仁寿县	农业执法	26320092	< 5:1
仁寿县	农业执法	26320093	< 5:1
仁寿县	宅基地规划	26320094	< 5:1
仁寿县	宅基地规划	26320095	< 5:1
仁寿县	农业执法	26320096	< 5:1
仁寿县	农业执法	26320097	< 5:1
仁寿县	基层市场监管	26320101	< 5:1
仁寿县	基层市场监管	26320102	≥ 5:1 且 < 30:1
洪雅县	市场监管	26320128	≥ 5:1 且 < 30:1
洪雅县	文化旅游执法	26320129	≥ 5:1 且 < 30:1
洪雅县	安全生产	26320136	< 5:1
洪雅县	旅游市场管理	26320140	< 5:1
洪雅县	交通项目管理	26320144	< 5:1
洪雅县	交通项目管理	26320145	< 5:1
洪雅县	财务会计	26320146	< 5:1
洪雅县	财务会计	26320147	< 5:1
洪雅县	安全生产管理	26320152	< 5:1
洪雅县	安全生产管理	26320153	< 5:1
洪雅县	食品药品监管	26320154	≥ 5:1 且 < 30:1
洪雅县	办公室工作	26320155	< 5:1
洪雅县	办公室工作	26320156	< 5:1
青神县	系统维护	26320198	< 5:1
资阳市雁江区	行政执法	26323004	< 5:1
资阳市雁江区	行政执法	26323005	< 5:1
资阳市雁江区	行政执法	26323007	≥ 5:1 且 < 30:1
资阳市雁江区	行政执法	26323012	< 5:1
资阳市雁江区	行政执法	26323013	< 5:1
资阳市雁江区	行政执法	26323014	< 5:1
资阳市雁江区	行政执法	26323015	< 5:1
资阳市雁江区	行政执法	26323016	≥ 5:1 且 < 30:1
资阳市雁江区	行政执法	26323017	< 5:1
安岳县	行政执法	26323028	< 5:1
安岳县	行政执法	26323044	< 5:1
安岳县	行政执法	26323045	< 5:1
安岳县	行政执法	26323046	< 5:1
安岳县	行政执法	26323047	< 5:1
安岳县	行政执法	26323048	< 5:1
安岳县	行政执法	26323049	< 5:1
安岳县	行政执法	26323050	< 5:1
安岳县	行政执法	26323051	< 5:1
安岳县	行政执法	26323052	≥ 5:1 且 < 30:1
安岳县	行政执法	26323053	< 5:1
安岳县	行政执法	26323054	< 5:1
安岳县	行政执法	26323055	< 5:1
安岳县	行政执法	26323056	< 5:1
安岳县	行政执法	26323057	< 5:1
安岳县	行政执法	26323058	< 5:1
安岳县	行政执法	26323059	< 5:1
安岳县	行政执法	26323060	< 5:1
安岳县	行政执法	26323061	< 5:1
乐至县	行政执法	26323097	< 5:1
乐至县	行政执法	26323098	< 5:1
乐至县	行政执法	26323099	< 5:1
乐至县	行政执法	26323100	< 5:1
乐至县	行政执法	26323101	≥ 5:1 且 < 30:1
乐至县	行政执法	26323114	< 5:1
乐至县	行政执法	26323115	< 5:1
乐至县	行政执法	26323116	< 5:1
乐至县	行政执法	26323117	< 5:1
乐至县	行政执法	26323118	< 5:1
乐至县	行政执法	26323119	< 5:1
乐至县	行政执法	26323120	< 5:1
乐至县	行政执法	26323121	< 5:1
乐至县	行政执法	26323122	< 5:1
乐至县	行政执法	26323123	< 5:1
乐至县	行政执法	26323124	< 5:1
乐至县	行政执法	26323125	< 5:1
乐至县	行政执法	26323126	< 5:1
乐至县	行政执法	26323127	< 5:1
乐至县	行政执法	26323128	< 5:1
乐至县	行政执法	26323129	< 5:1
阿坝监狱	党建工作	29300001	< 5:1
阿坝监狱	罪犯教育管理（一）	29300002	< 5:1
阿坝监狱	罪犯教育管理（二）	29300003	< 5:1
阿坝监狱	罪犯教育管理（三）	29300004	< 5:1
阿坝监狱	网络安全管理	29300005	≥ 5:1 且 < 30:1
阿坝监狱	护理	29300006	≥ 5:1 且 < 30:1
巴中监狱	金融财会	29300007	≥ 5:1 且 < 30:1
巴中监狱	医学（狱医）	29300008	< 5:1
成都病犯监狱	罪犯教育管理	29300009	< 5:1
成都病犯监狱	金融财会	29300010	< 5:1
成都病犯监狱	护理	29300011	< 5:1
成都病犯监狱	医学（狱医）	29300012	< 5:1
成都女子监狱	罪犯教育管理（一）	29300013	< 5:1
成都女子监狱	罪犯教育管理（二）	29300014	≥ 5:1 且 < 30:1
成都女子监狱	罪犯教育管理（三）	29300015	≥ 5:1 且 < 30:1
成都女子监狱	网络安全管理	29300016	< 5:1
成都女子监狱	心理矫正	29300017	≥ 5:1 且 < 30:1
成都女子监狱	信息通信	29300018	< 5:1
成都女子监狱	文化建设	29300019	≥ 5:1 且 < 30:1
成都未成年犯管教所	罪犯教育管理（一）	29300020	< 5:1
成都未成年犯管教所	网络安全管理	29300021	< 5:1
成都未成年犯管教所	信息通信	29300022	< 5:1
成都未成年犯管教所	心理矫正	29300023	≥ 5:1 且 < 30:1
成都未成年犯管教所	医学（狱医）	29300024	< 5:1
成都未成年犯管教所	金融财会	29300025	≥ 5:1 且 < 30:1
成都未成年犯管教所	罪犯教育管理（二）	29300026	≥ 5:1 且 < 30:1
崇州监狱	罪犯教育管理（一）	29300027	< 5:1
崇州监狱	罪犯教育管理（二）	29300028	< 5:1
崇州监狱	罪犯劳动管理（一）	29300029	< 5:1
崇州监狱	罪犯劳动管理（二）	29300030	< 5:1
崇州监狱	行政管理	29300031	< 5:1
崇州监狱	网络安全管理	29300032	< 5:1
崇州监狱	外语及少数民族语言翻译	29300033	≥ 5:1 且 < 30:1
崇州监狱	信息通信	29300034	< 5:1
崇州监狱	金融财会	29300035	< 5:1
崇州监狱	护理	29300036	≥ 30:1 且 < 50:1
崇州监狱	医学（狱医）	29300037	< 5:1
川北监狱	罪犯劳动管理（一）	29300038	< 5:1
川北监狱	罪犯劳动管理（二）	29300039	< 5:1
川北监狱	网络安全管理	29300040	< 5:1
川北监狱	行政后勤管理	29300041	< 5:1
川北监狱	护理	29300042	≥ 5:1 且 < 30:1
川北监狱	医学	29300043	< 5:1
川北监狱	文化建设	29300044	< 5:1
川东监狱	罪犯教育管理（一）	29300045	< 5:1
川东监狱	罪犯教育管理（二）	29300046	< 5:1
川东监狱	罪犯教育管理（三）	29300047	< 5:1
川东监狱	网络安全管理	29300048	< 5:1
川东监狱	心理矫正	29300049	< 5:1
川东监狱	金融财会	29300050	< 5:1
川西监狱	罪犯劳动管理	29300051	≥ 5:1 且 < 30:1
川西监狱	金融财会	29300052	< 5:1
川西监狱	文化建设	29300053	< 5:1
川中监狱	罪犯教育管理	29300054	< 5:1
川中监狱	金融财会	29300055	< 5:1
达州监狱	罪犯教育管理（一）	29300056	< 5:1
达州监狱	罪犯教育管理（二）	29300057	< 5:1
达州监狱	外语及少数民族语言翻译	29300058	≥ 5:1 且 < 30:1
达州监狱	心理矫正	29300059	< 5:1
达州监狱	行政后勤管理（一）	29300060	≥ 5:1 且 < 30:1
达州监狱	行政后勤管理（二）	29300061	< 5:1
达州监狱	金融财会	29300062	< 5:1
达州监狱	医学（狱医）	29300063	< 5:1
达州监狱	医学	29300064	< 5:1
大英监狱	党建工作	29300065	< 5:1
大英监狱	罪犯教育管理（一）	29300066	< 5:1
大英监狱	罪犯教育管理（二）	29300067	< 5:1
大英监狱	罪犯教育管理（三）	29300068	< 5:1
大英监狱	罪犯劳动管理	29300069	< 5:1
大英监狱	网络安全管理	29300070	< 5:1
大英监狱	外语及少数民族语言翻译	29300071	< 5:1
大英监狱	心理矫正	29300072	< 5:1
大英监狱	金融财会	29300073	< 5:1
大英监狱	护理	29300074	< 5:1
德阳监狱	行政管理	29300075	< 5:1
德阳监狱	网络安全管理	29300076	< 5:1
德阳监狱	信息通信	29300077	< 5:1
德阳监狱	行政后勤管理	29300078	≥ 5:1 且 < 30:1
德阳监狱	金融财会	29300079	< 5:1
德阳监狱	护理	29300080	≥ 5:1 且 < 30:1
德阳监狱	医学（狱医）	29300081	≥ 5:1 且 < 30:1
甘孜监狱	罪犯教育管理（一）	29300082	< 5:1
甘孜监狱	罪犯教育管理（二）	29300083	< 5:1
甘孜监狱	网络安全管理	29300084	≥ 5:1 且 < 30:1
甘孜监狱	外语及少数民族语言翻译	29300085	< 5:1
甘孜监狱	行政后勤管理	29300086	< 5:1
甘孜监狱	金融财会	29300087	< 5:1
甘孜监狱	医学（狱医一）	29300088	≥ 5:1 且 < 30:1
甘孜监狱	医学（狱医二）	29300089	< 5:1
广元监狱	罪犯教育管理	29300090	≥ 5:1 且 < 30:1
广元监狱	罪犯劳动管理（一）	29300091	< 5:1
广元监狱	罪犯劳动管理（二）	29300092	< 5:1
广元监狱	罪犯劳动管理（三）	29300093	< 5:1
广元监狱	网络安全管理	29300094	< 5:1
广元监狱	心理矫正（一）	29300095	< 5:1
广元监狱	心理矫正（二）	29300096	< 5:1
广元监狱	信息通信	29300097	< 5:1
广元监狱	护理	29300098	< 5:1
汉王山监狱	罪犯教育管理	29300099	< 5:1
汉王山监狱	罪犯劳动管理	29300100	< 5:1
汉王山监狱	行政管理	29300101	< 5:1
汉王山监狱	心理矫正	29300102	≥ 5:1 且 < 30:1
汉王山监狱	护理	29300103	≥ 5:1 且 < 30:1
嘉陵监狱	罪犯教育管理（一）	29300104	< 5:1
嘉陵监狱	罪犯教育管理（二）	29300105	< 5:1
嘉陵监狱	罪犯劳动管理	29300106	< 5:1
嘉陵监狱	心理矫正	29300107	≥ 5:1 且 < 30:1
嘉陵监狱	行政后勤管理	29300108	< 5:1
嘉陵监狱	医学（狱医）	29300109	< 5:1
嘉州监狱	罪犯教育管理（一）	29300110	< 5:1
嘉州监狱	罪犯教育管理（二）	29300111	< 5:1
嘉州监狱	行政管理（一）	29300112	< 5:1
嘉州监狱	行政管理（二）	29300113	< 5:1
嘉州监狱	心理矫正	29300114	< 5:1
嘉州监狱	信息通信	29300115	< 5:1
嘉州监狱	护理	29300116	≥ 5:1 且 < 30:1
嘉州监狱	医学（狱医）	29300117	≥ 5:1 且 < 30:1
金堂监狱	金融财会	29300118	< 5:1
金堂监狱	护理	29300119	< 5:1
金堂监狱	医学（狱医一）	29300120	< 5:1
金堂监狱	医学（狱医二）	29300121	< 5:1
雷马屏监狱	党建工作（一）	29300122	< 5:1
雷马屏监狱	党建工作（二）	29300123	≥ 5:1 且 < 30:1
雷马屏监狱	罪犯教育管理（一）	29300124	< 5:1
雷马屏监狱	罪犯教育管理（二）	29300125	< 5:1
雷马屏监狱	罪犯教育管理（三）	29300126	< 5:1
雷马屏监狱	罪犯劳动管理（一）	29300127	< 5:1
雷马屏监狱	罪犯劳动管理（二）	29300128	< 5:1
雷马屏监狱	罪犯劳动管理（三）	29300129	< 5:1
雷马屏监狱	行政管理	29300130	< 5:1
雷马屏监狱	心理矫正	29300131	< 5:1
雷马屏监狱	行政后勤管理	29300132	< 5:1
雷马屏监狱	金融财会	29300133	≥ 5:1 且 < 30:1
雷马屏监狱	护理	29300134	< 5:1
雷马屏监狱	医学（狱医一）	29300135	≥ 5:1 且 < 30:1
雷马屏监狱	医学（狱医二）	29300136	≥ 5:1 且 < 30:1
凉山监狱	罪犯教育管理	29300137	≥ 5:1 且 < 30:1
凉山监狱	罪犯劳动管理（一）	29300138	< 5:1
凉山监狱	心理矫正	29300139	≥ 5:1 且 < 30:1
凉山监狱	信息通信	29300140	< 5:1
凉山监狱	行政后勤管理	29300141	< 5:1
凉山监狱	罪犯劳动管理（二）	29300142	< 5:1
眉州监狱	罪犯教育管理	29300143	< 5:1
眉州监狱	医学（狱医）	29300144	< 5:1
绵阳监狱	罪犯教育管理	29300145	< 5:1
绵阳监狱	罪犯劳动管理	29300146	< 5:1
绵阳监狱	心理矫正	29300147	< 5:1
绵阳监狱	金融财会	29300148	< 5:1
内江监狱	罪犯教育管理	29300149	< 5:1
内江监狱	行政管理（一）	29300150	< 5:1
内江监狱	行政管理（二）	29300151	< 5:1
内江监狱	心理矫正	29300152	< 5:1
内江监狱	医学（狱医）	29300153	< 5:1
攀西监狱	罪犯教育管理（一）	29300154	≥ 5:1 且 < 30:1
攀西监狱	罪犯教育管理（二）	29300155	≥ 5:1 且 < 30:1
攀西监狱	罪犯劳动管理（一）	29300156	≥ 5:1 且 < 30:1
攀西监狱	罪犯劳动管理（二）	29300157	≥ 5:1 且 < 30:1
攀西监狱	行政后勤管理	29300158	≥ 5:1 且 < 30:1
攀西监狱	网络安全管理	29300159	< 5:1
攀西监狱	信息通信	29300160	< 5:1
攀西监狱	医学（狱医一）	29300161	< 5:1
攀西监狱	医学（狱医二）	29300162	< 5:1
荞窝监狱	罪犯劳动管理	29300163	< 5:1
荞窝监狱	网络安全管理	29300164	< 5:1
荞窝监狱	行政后勤管理	29300165	< 5:1
荞窝监狱	金融财会	29300166	< 5:1
荞窝监狱	医学（狱医）	29300167	< 5:1
邛崃监狱	罪犯教育管理	29300168	≥ 5:1 且 < 30:1
邛崃监狱	行政管理	29300169	< 5:1
邛崃监狱	心理矫正	29300170	< 5:1
邛崃监狱	医学	29300171	≥ 5:1 且 < 30:1
省女子监狱	罪犯教育管理	29300172	≥ 5:1 且 < 30:1
省女子监狱	网络安全管理	29300173	< 5:1
省女子监狱	文化建设	29300174	≥ 5:1 且 < 30:1
雅安监狱	罪犯教育管理（一）	29300175	< 5:1
雅安监狱	罪犯教育管理（二）	29300176	< 5:1
雅安监狱	心理矫正	29300177	< 5:1
雅安监狱	网络安全管理	29300178	< 5:1
雅安监狱	医学（狱医）	29300179	< 5:1
雅安监狱	医学	29300180	< 5:1
雅安监狱	罪犯劳动管理	29300181	< 5:1
雅安监狱	金融财会	29300182	< 5:1
雅安监狱	罪犯教育管理（三）	29300183	< 5:1
雅安监狱	文化建设（一）	29300184	≥ 5:1 且 < 30:1
雅安监狱	文化建设（二）	29300185	≥ 100:1
宜宾监狱	罪犯教育管理（一）	29300186	≥ 5:1 且 < 30:1
宜宾监狱	罪犯教育管理（二）	29300187	≥ 5:1 且 < 30:1
